ID	분류	항목	적용 시점	운동 추천	실시간 코칭	지식베이스	핵심 룰 (한 줄)	입력값	출력값/동작	활용 예시	출처	URL	신뢰도
Q06	부상 관리	무릎 PFPS(슬개대퇴 통증) 단계별 프로토콜	통증 발생 시 / 재활 단계별	Y	-	Y	급성 0~2주: 통증 유발 동작(딥 스쿼트·런지·계단 내려오기·오픈체인 레그익스텐션 90°→0°) 회피, 활동 수정·교육 우선 | 아급성 2~6주: 고관절(외전·외회전, 클램쉘·사이드 라잉 힙 어브덕션·몬스터 워크)+대퇴사두(미니 스쿼트 0~45°, 레그프레스 짧은 ROM) 복합 강화, 통증 NPRS≤3 허용. 단기 진통은 슬개골 테이핑 보조 가능 | 복귀 6주~: 스쿼트/런지 ROM을 통증 한도 내 점진 확장, 무게는 통증 무관 자세 가능 시 1RM 30%부터 주 +10%. 풀스쿼트는 통증 0/10 + 편측 근력차 <10% 확인 후. 적색기(외상 후 부종·잠김(locking)·이탈감·체중부하 불가·발적/발열)→정형외과 의뢰	통증 부위·강도(NPRS)·유발 동작·부종/잠김 유무	단계 분류 + 허용/회피 운동 리스트 + 재시작 무게 % + 의뢰 사유	사용자: '백스쿼트 80kg 바닥에서 무릎 앞쪽 통증 NPRS 5, 계단 내려올 때도 아픔' → 출력: '아급성기 진입. 풀ROM 스쿼트·계단 내려오기 2주 회피. 클램쉘 3×15·사이드 라잉 힙 어브덕션 3×15·미니 스쿼트(0~45°) 3×10·레그프레스 짧은 ROM 24kg(1RM 30%)부터. 4주 후 통증 NPRS≤2면 박스 스쿼트(평행)부터 점진 ROM 확장. 무릎 잠김/부종 새로 생기면 의뢰'	Powers 2017 BJSM consensus + Crossley 2016 BJSM Part 2 + Barton 2015 BJSM	https://pubmed.ncbi.nlm.nih.gov/29109118/	★★★
R01	행동 코칭	SMART 목표 설정	초기 온보딩	-	-	Y	목표는 Specific(구체)·Measurable(측정)·Achievable(달성)·Relevant(관련)·Time-bound(기한) 5요소로 분해해야 수행과 지속이 향상됨. 모호한 목표("열심히 하기")보다 구체적·도전적 목표가 수행을 유의하게 높임	사용자가 입력한 목표 문장 + 현재 1RM/체중/주당 운동 횟수	SMART 5요소 누락 항목 자동 점검 → 12주 단위 도전적 수치 목표로 재작성 (예: '벤치 80→90kg, 12주, 주 3회 5x5')	사용자 '근육 키우고 싶어요' 입력 → 챗봇 '구체적으로: ① 어느 부위 ② 12주 후 어느 수치(체중·둘레·1RM)까지 ③ 주 몇 회 운동 가능한가요?' 재질문	Locke & Latham 2002 (American Psychologist)	https://psycnet.apa.org/doi/10.1037/0003-066X.57.9.705	★★☆
R02	행동 코칭	습관 형성 평균 66일	초기 4주	-	-	Y	새 행동이 자동화되는 데 평균 66일(개인차 18~254일). cue(시각·시간·장소) → routine(행동) → reward(보상) 3요소를 같은 맥락에 묶을 때 형성 속도가 빨라짐	사용자의 운동 시작일 + 주당 출석 기록	D+0~66일은 "습관 형성 구간"으로 표시. 매일 같은 시간·장소 권고. 1~2회 빼먹어도 자동화 곡선에 거의 영향 없음을 안내(과도한 죄책감 차단)	사용자 '3일 빠졌는데 다 망한 거죠?' → 챗봇 'Lally 2010 연구상 1~2일 결손은 자동화 곡선에 유의한 영향 없음. 내일 같은 시간·같은 장소로 복귀하세요. 평균 자동화까지 D+45일 남음'	Lally et al. 2010 (Eur J Soc Psychol)	https://onlinelibrary.wiley.com/doi/10.1002/ejsp.674	★★☆
R03	행동 코칭	자기효능감 4가지 원천	초기 온보딩 + 정체기	-	-	Y	자기효능감("나는 할 수 있다") 형성 4원천: ①숙달 경험(직접 성공) ②대리 경험(타인 성공 관찰) ③언어적 설득(피드백) ④생리적 상태(피로·각오 해석). 숙달 경험이 가장 강력	사용자의 PR(개인 최고기록) 갱신 이력 + 출석 연속 일수	매주 작은 PR(중량·반복·세트)을 시각화해 "숙달 경험" 누적을 보여줌. 정체기에는 비슷한 체급 사용자 진척 사례(대리 경험) 제시	사용자 '저는 운동에 재능이 없는 것 같아요' → 챗봇 '지난 4주간 스쿼트 60→67.5kg(+12.5%) 갱신했습니다. 이게 Bandura가 말한 숙달 경험이에요. 같은 체급 사용자 평균 +8%보다 빠른 속도'.	Bandura 1977 (Psychological Review)	https://psycnet.apa.org/doi/10.1037/0033-295X.84.2.191	★★☆
R04	행동 코칭	자율적 동기 (자율성·유능감·관계성)	상시	-	-	Y	자기결정이론(SDT): 내재 동기는 ①자율성(스스로 선택) ②유능감(잘하고 있다는 감각) ③관계성(연결감) 3가지 기본심리욕구가 충족될 때 강화됨. 강제·외압은 동기를 갉아먹음	사용자의 프로그램 수행률 + 자율 선택 비율(추천 vs 직접 선택)	운동 종목·세트 수를 강제하지 않고 "오늘 컨디션상 80% / 100% / 110% 중 선택" 식 옵션 제공. 매주 1회 진척 그래프로 유능감 피드백	사용자 '코치가 짜준 프로그램 따라하기 싫어요' → 챗봇 '오늘은 메인 운동 3가지 중 직접 골라보세요(스쿼트/레그프레스/런지). SDT 자율성 충족이 장기 지속률을 높입니다'	Ryan & Deci 2000 (American Psychologist)	https://selfdeterminationtheory.org/SDT/documents/2000_RyanDeci_SDT.pdf	★★☆
R05	행동 코칭	첫 6개월 이탈률	초기 온보딩 + 1·3·6개월 체크포인트	-	-	Y	미국 헬스장 신규 회원의 약 50%가 가입 첫 6개월 내 이탈(IHRSA 보고). 한국도 비슷한 패턴 보고됨. 첫 90일이 가장 위험 구간	사용자 가입일 + 최근 14일 출석 횟수	D+0~180일 사용자는 "고위험 코호트"로 분류. 출석 5일 공백 시 푸시 알림 + 운동 강도 -20% 조정안 제시(부담 차단)	사용자 가입 후 D+45일에 7일째 미출석 → 챗봇 '신규 가입자 절반은 6개월 내 그만둡니다. 오늘은 20분 짧은 루틴 어떠세요?' 자동 발송	IHRSA Health Club Consumer Report	https://www.ihrsa.org/about/media-center/press-releases/	★☆☆
R06	행동 코칭	정체기 심리 대응	정체기 감지 시	-	-	Y	4~6주 PR 정체 시 즉각 "실패"로 해석하지 말고 ①진척 정의 재설정(중량 외 볼륨·폼·컨디션) ②1주 디로드(볼륨 -40~50%) ③프로그램 구조 변경 순으로 대응. 심리적 burnout 방지	최근 4~6주 PR 갱신 여부 + 주관적 피로(RPE 추세)	4주 정체 + RPE 평균 ≥8 → 자동 "디로드 1주" 권고. 정체기 카드에 "중량은 멈췄지만 출석률·폼·총 볼륨은 +15%" 식 비-중량 진척 표기	사용자 '4주째 벤치 PR이 안 갱신돼요. 그만둘까 봐요' → 챗봇 'RPE 평균 8.5로 누적 피로 신호. 다음 주 디로드(볼륨 -50%) 후 재시도 제안. 출석률 92%는 그대로 진척입니다'	Stronger by Science (Helms / Nuckols, deload guidance)	https://www.strongerbyscience.com/deload/	★☆☆
R07	행동 코칭	사회적 지지·운동 파트너 효과	초기 온보딩 + 정체기	-	-	Y	운동 그룹 응집력(group cohesion)은 운동 출석·지속률에 중간 효과크기로 양의 영향. 파트너·소그룹·온라인 챌린지 모두 단독보다 지속률↑ (Carron 메타분석)	사용자의 운동 파트너 유무 + 그룹/챌린지 참여 여부	파트너 부재 시 "함께하기" 기능(친구 초대·앱 내 챌린지 매칭) 노출. 그룹 출석 시 개인 출석 가중 +1로 시각화	사용자 '혼자 하니까 자꾸 빼먹어요' → 챗봇 'Carron 메타분석상 그룹 운동이 단독 대비 출석률 유의 향상. 같은 시간대 운동하는 사용자 5명 매칭해드릴까요?'	Carron Hausenblas Mack 1996 / Burke et al. 2006 (group cohesion meta)	https://pubmed.ncbi.nlm.nih.gov/15518332/	★★☆
R08	행동 코칭	외부 보상 vs 내재 동기 (crowding-out)	보상 시스템 설계 시	-	-	Y	흥미로운 활동에 "돈·뱃지·등수" 같은 유형 보상을 일률 지급하면 내재 동기를 평균 -0.36 SD 감소시킴(Deci 1999 메타분석, k=128). 예상치 못한 보상·정보적 피드백은 영향 없음	사용자가 운동을 ""재미있다""고 답한 빈도 + 보상 시스템 노출 여부	흥미·자율 동기가 이미 높은 사용자에게는 금전·뱃지 보상 노출 최소화. 대신 진척 데이터·개선 피드백 위주로 표시	설계 결정: 신규 사용자는 출석 뱃지 노출 / 6개월+ 자발 운동 사용자는 뱃지 OFF·진척 그래프 강조	Deci, Koestner & Ryan 1999 (Psychological Bulletin meta-analysis)	https://psycnet.apa.org/doi/10.1037/0033-2909.125.6.627	★★★
R09	행동 코칭	운동 강박·RED-S 스크리닝	상시 모니터링	-	-	Y	저에너지가용성(LEA: <30 kcal/kg FFM/day) 지속 시 RED-S 위험. 신호: 급격한 체중 감소·휴식기 심박 변화·여성 무월경·만성 피로·강박적 운동. 의학적 진단·치료는 의료진 영역	주당 운동 시간 + 식사 빈도/총 칼로리 + (여성) 월경 주기 + 휴식기 심박	위험 신호 ≥3개 발견 시 "운동량 -30% 권고 + 의료/영양 전문가 상담 안내" 카드 표시. 챗봇은 진단·처방 금지(의료법 회피), "스포츠의학 전문의 상담을 권합니다"로 한정	사용자 '주 10회 운동, 식사 1500kcal, 3개월째 월경 없어요' → 챗봇 'IOC 2018 RED-S 기준상 위험 신호입니다. 운동량 일시 -30% 조정 + 스포츠의학 전문의/영양사 상담을 강하게 권합니다. 본 앱은 진단을 제공하지 않습니다'	Mountjoy et al. 2018 IOC RED-S Consensus Update (BJSM)	https://bjsm.bmj.com/content/52/11/687	★★★
R10	행동 코칭	한국 직장인 시간 충돌·회식 대응	주간 일정 조정	Y	-	Y	한국 임금근로자 주당 평균 근로시간 약 38~40시간(KOSIS), 회식 빈도 월 2~4회 보고. 회식 당일은 운동 패스 대신 익일 보강(20분 단축 세션) + 알코올 24시간 내 근비대 신호 -37% 감소 고려	사용자의 근무 형태 + 회식 일정(캘린더 연동) + 주당 운동 가능 일수	회식 캘린더 감지 시: 당일은 휴식 권고 + 익일은 "20분 압축 루틴"(메인 운동 3개 5x5만) 자동 제안. 주간 볼륨 -10~15% 자동 조정으로 미달 보강	사용자 '오늘 회식이라 운동 못 가요' → 챗봇 '내일 20분 압축 세션(스쿼트·벤치·로우 5x5)으로 주간 볼륨 92% 회복 가능. 음주 후 24시간은 근비대 신호가 줄어드니 폼 위주로'.	KOSIS 임금근로일자리 근로시간 통계 + 자체 룰 (Parr 2014 알코올·근단백질합성 참고)	https://kosis.kr/statHtml/statHtml.do?orgId=118&tblId=DT_118N_PAYM55	★☆☆
